respondent_id,question,answer
R_025,How often do you hear about global warming in the media?,Several times a year
R_025,How severe would you rate the personal effects of global warming that you have experienced?,Dont know / Not applicable
R_025,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_025,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Slightly responsible
R_025,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Strongly agree
R_025,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",disagree
R_025,A lot of important information is deliberately concealed from the public out of self-interest.,disagree
R_025,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,disagree
R_025,The government uses innocent people as patsies to hide its involvement in criminal activity.,disagree
R_025,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,disagree
R_025,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",disagree
R_025,New and advanced technology which would harm current industry is being suppressed.,disagree
R_025,The power held by heads of state is second to that of small unknown groups who really control world politics.,neutral
R_025,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",strongly_disagree
R_025,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,strongly_disagree
R_025,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",strongly_disagree
R_025,"A small, secret group of people is responsible for making all major decisions, such as going to war.",strongly_disagree
R_025,Technology with mind-control capacities is used on people without their knowledge.,strongly_disagree
R_025,Evidence of alien contact is being concealed from the public.,strongly_disagree
R_025,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",strongly_disagree
R_025,I see myself as someone who is reserved.,agree_a_little
R_025,I see myself as someone who is generally trusting.,disagree_a_little
R_025,I see myself as someone who tends to be lazy.,disagree_a_little
R_025,"I see myself as someone who is relaxed, handles stress well.",disagree_strongly
R_025,I see myself as someone who has few artistic interests.,neutral
R_025,"I see myself as someone who is outgoing, sociable.",neutral
R_025,I see myself as someone who tends to find fault with others.,disagree_a_little
R_025,I see myself as someone who does a thorough job.,agree_strongly
R_025,I see myself as someone who gets nervous easily.,disagree_a_little
R_025,I see myself as someone who has an active imagination.,neutral
R_025,Question 93,
R_025,Question 94,
R_025,Question 95,
R_025,Question 96,
R_025,Question 97,
R_026,UserID,6808c9df84077492cbea9a10
R_026,Gender,Female
R_026,Region of Birth,Europe
R_026,Region of Residence,Europe
R_026,How long ago did you move to your current country of residence?,>10 years
R_026,Do you have children?,No
R_026,Education Level (Highest achieved or currently pursuing),Undergraduate Degree
R_026,Job Status,Unemployed
R_026,Job Role,
R_026,Job Level,
R_026,Topic(s) of interest,HealthNutrition Culture
R_026,Social Media Usage,1-3 hours/day
R_026,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_026,How important is it to you that this country leads the world in new technologies and innovation?,Very important
R_026,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Strongly agree
R_026,"On social and political issues, where would you place yourself?",Prefer not to answer
